"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
1971,"Assistant","Male","Jizzax","Jizzakh Region","Uzbekistan","2024-11-17","AWS","E-commerce",64,152,1579
1983,"Specialist","Female","Al Farwānīyah","Al Farwaniyah Governorate","Kuwait","2023-07-29","AWS","Personal",121,154,1366
1986,"Orchestrator","Male","Khasab","Musandam Governorate","Oman","2024-06-24","GCP","Portfolio",175,60,1665
1986,"Orchestrator","Male","Khasab","Musandam Governorate","Oman","2024-12-08","GCP","Business",185,53,1689
1981,"Agent","Female","Muang Xônbouli","Savannakhet Province","Laos","2024-05-18","AWS","Business",165,151,776
1981,"Agent","Female","Muang Xônbouli","Savannakhet Province","Laos","2025-04-10","AWS","E-commerce",106,172,1033
1981,"Agent","Female","Muang Xônbouli","Savannakhet Province","Laos","2024-06-02","GCP","Personal",137,102,299
1995,"Specialist","Male","Pointe Michel","Saint Luke Parish","Dominica","2023-12-26","AWS","Business",170,167,409
1995,"Specialist","Male","Pointe Michel","Saint Luke Parish","Dominica","2025-02-07","AWS","Business",129,134,1208
1974,"Technician","Male","Kihancha","Migori","Kenya","2023-07-23","Azure","Business",134,9,296
1974,"Technician","Male","Kihancha","Migori","Kenya","2024-06-11","Azure","Portfolio",101,157,1074
1999,"Associate","Male","Mesetas","Meta","Colombia","2024-10-27","AWS","Blog",165,151,776
1999,"Associate","Male","Mesetas","Meta","Colombia","2024-08-27","GCP","Business",18,12,1598
1999,"Associate","Male","Mesetas","Meta","Colombia","2023-07-22","GCP","Blog",75,176,850
1999,"Associate","Male","Mesetas","Meta","Colombia","2024-04-04","Azure","E-commerce",120,101,1841
1981,"Strategist","Female","Lancy","Geneva","Switzerland","2023-06-27","AWS","Business",77,61,1342
1981,"Strategist","Female","Lancy","Geneva","Switzerland","2024-03-12","Azure","Business",102,137,1813
1981,"Strategist","Female","Lancy","Geneva","Switzerland","2023-05-26","AWS","Portfolio",44,167,697
1981,"Strategist","Female","Lancy","Geneva","Switzerland","2023-10-28","AWS","Business",20,108,1296
1966,"Officer","Male","Fatuberliu","Manufahi Municipality","East Timor","2024-06-09","Azure","Portfolio",125,129,1443
1966,"Officer","Male","Fatuberliu","Manufahi Municipality","East Timor","2024-06-27","AWS","Personal",102,101,1325
1996,"Supervisor","Male","Inisa","Osun","Nigeria","2024-07-12","GCP","Blog",29,74,644
1970,"Developer","Male","Kissonerga","Paphos District (Pafos)","Cyprus","2023-04-27","Azure","Blog",133,96,1004
1991,"Orchestrator","Female","Nālūt","Nalut District","Libya","2024-11-22","AWS","Portfolio",175,137,271
1979,"Liaison","Female","Kawerau","Bay of Plenty Region","New Zealand","2024-10-23","GCP","Blog",165,101,1588
1979,"Liaison","Female","Kawerau","Bay of Plenty Region","New Zealand","2024-10-04","Azure","Blog",192,68,1362
1979,"Liaison","Female","Kawerau","Bay of Plenty Region","New Zealand","2024-10-25","AWS","Business",138,133,1882
1979,"Liaison","Female","Kawerau","Bay of Plenty Region","New Zealand","2023-10-26","GCP","Portfolio",101,147,1684
1990,"Facilitator","Male","Chimoio","Manica Province","Mozambique","2023-11-20","Azure","Portfolio",162,111,759
1990,"Facilitator","Male","Chimoio","Manica Province","Mozambique","2024-08-22","GCP","Personal",122,30,968
1990,"Facilitator","Male","Chimoio","Manica Province","Mozambique","2025-01-28","Azure","E-commerce",62,69,978
2002,"Consultant","Male","Cacheu","Cacheu Region","Guinea-Bissau","2025-03-18","AWS","Business",116,146,1750
2002,"Consultant","Male","Cacheu","Cacheu Region","Guinea-Bissau","2024-09-10","Azure","Portfolio",106,172,1033
1965,"Specialist","Female","la Massana","La Massana","Andorra","2024-10-30","Azure","E-commerce",139,72,1014
1965,"Specialist","Female","la Massana","La Massana","Andorra","2023-12-09","AWS","Business",178,18,1734
1965,"Specialist","Female","la Massana","La Massana","Andorra","2025-03-06","Azure","E-commerce",89,96,1822
1965,"Specialist","Female","la Massana","La Massana","Andorra","2023-12-31","GCP","E-commerce",97,122,1823
1983,"Technician","Female","Beau Bassin-Rose Hill","Plaines Wilhems District","Mauritius","2023-11-13","Azure","Portfolio",164,133,1589
1983,"Technician","Female","Beau Bassin-Rose Hill","Plaines Wilhems District","Mauritius","2025-01-23","AWS","Business",138,116,816
1983,"Technician","Female","Beau Bassin-Rose Hill","Plaines Wilhems District","Mauritius","2023-04-26","Azure","Portfolio",135,22,927
1983,"Technician","Female","Beau Bassin-Rose Hill","Plaines Wilhems District","Mauritius","2024-07-02","Azure","Blog",31,25,1857
2001,"Analyst","Male","Gouette","Micoud Quarter","Saint Lucia","2024-01-19","GCP","Portfolio",145,90,1077
2001,"Analyst","Male","Gouette","Micoud Quarter","Saint Lucia","2025-03-07","Azure","Personal",34,10,1589
2001,"Analyst","Male","Gouette","Micoud Quarter","Saint Lucia","2025-02-01","Azure","Personal",158,40,1031
1984,"Officer","Female","Kisela Voda","Kisela Voda Municipality","Macedonia","2024-08-30","Azure","Business",200,93,1391
1968,"Facilitator","Female","Teshi Old Town","Greater Accra","Ghana","2024-05-02","GCP","Personal",42,112,773
1968,"Facilitator","Female","Teshi Old Town","Greater Accra","Ghana","2024-01-17","AWS","Blog",36,151,1944
1968,"Facilitator","Female","Teshi Old Town","Greater Accra","Ghana","2024-12-02","Azure","E-commerce",62,25,399
1989,"Director","Male","Koribundu","Southern Province","Sierra Leone","2024-04-04","GCP","Blog",80,22,137
1989,"Director","Male","Koribundu","Southern Province","Sierra Leone","2023-08-03","GCP","Portfolio",62,69,978
1989,"Director","Male","Koribundu","Southern Province","Sierra Leone","2023-12-21","Azure","Personal",195,36,1492
1989,"Director","Male","Koribundu","Southern Province","Sierra Leone","2023-09-01","Azure","E-commerce",70,61,932
1996,"Coordinator","Female","Qormi","Qormi","Malta","2023-05-16","GCP","Personal",165,151,776
1996,"Coordinator","Female","Qormi","Qormi","Malta","2023-07-16","Azure","E-commerce",34,54,1053
1996,"Coordinator","Female","Qormi","Qormi","Malta","2023-08-26","Azure","Blog",151,174,1649
1962,"Executive","Male","Marang","Terengganu","Malaysia","2024-05-10","Azure","Portfolio",193,107,1310
1962,"Executive","Male","Marang","Terengganu","Malaysia","2025-01-04","GCP","Portfolio",88,73,1657
1962,"Executive","Male","Marang","Terengganu","Malaysia","2024-11-12","Azure","Business",121,154,1366
1994,"Planner","Female","Kazan","Ankara","Turkey","2024-07-16","GCP","Blog",183,80,415
1994,"Planner","Female","Kazan","Ankara","Turkey","2024-03-25","GCP","Business",18,12,1598
1989,"Planner","Male","Municipio de Consolación del Sur","Pinar del Río Province","Cuba","2023-09-19","Azure","Blog",145,90,1077
1989,"Planner","Male","Municipio de Consolación del Sur","Pinar del Río Province","Cuba","2023-04-29","Azure","Business",191,99,1241
1989,"Planner","Male","Municipio de Consolación del Sur","Pinar del Río Province","Cuba","2023-05-07","Azure","Blog",133,124,1786
1989,"Planner","Male","Municipio de Consolación del Sur","Pinar del Río Province","Cuba","2023-05-17","GCP","Business",46,87,1664
2000,"Architect","Male","Guzman","Coclé Province","Panama","2025-01-29","AWS","Personal",158,5,855
2000,"Architect","Male","Guzman","Coclé Province","Panama","2023-05-13","GCP","Business",193,129,574
2000,"Architect","Male","Guzman","Coclé Province","Panama","2024-09-15","GCP","Business",89,96,1822
1975,"Administrator","Male","Saharna","Rezina District","Moldova","2023-12-01","GCP","Business",109,173,1530
1975,"Administrator","Male","Saharna","Rezina District","Moldova","2023-04-15","Azure","Portfolio",183,176,1635
1975,"Administrator","Male","Saharna","Rezina District","Moldova","2024-02-01","GCP","Blog",101,157,1074
1975,"Administrator","Male","Saharna","Rezina District","Moldova","2023-05-16","Azure","Personal",164,42,836
1963,"Strategist","Male","Valletta","Valletta","Malta","2023-07-01","Azure","Personal",108,80,1323
1963,"Strategist","Male","Valletta","Valletta","Malta","2024-09-26","AWS","Business",56,119,365
1963,"Strategist","Male","Valletta","Valletta","Malta","2023-08-23","Azure","Blog",116,146,1750
1983,"Planner","Female","Poturo","Michoacán de Ocampo","Mexico","2025-01-08","AWS","Personal",40,69,1671
1973,"Developer","Female","Najrān","Najran","Saudi Arabia","2023-06-18","AWS","Blog",126,13,1886
1973,"Developer","Female","Najrān","Najran","Saudi Arabia","2024-04-13","Azure","Personal",28,124,982
1973,"Developer","Female","Najrān","Najran","Saudi Arabia","2024-05-29","Azure","E-commerce",141,14,974
1973,"Developer","Female","Najrān","Najran","Saudi Arabia","2025-01-10","Azure","Business",62,120,476
1969,"Engineer","Male","Yonggang-ŭp","South Pyongan Province","North Korea","2024-02-04","Azure","Portfolio",133,96,1004
1995,"Manager","Female","Rosario","Colonia Department","Uruguay","2024-04-16","GCP","Blog",196,146,1702
1979,"Specialist","Male","Jabal Habashy","Ta'izz Governorate","Yemen","2023-05-17","Azure","Personal",157,104,1016
1999,"Analyst","Male","South Sanford","Maine","United States","2023-07-08","AWS","Blog",97,86,1887
1999,"Analyst","Male","South Sanford","Maine","United States","2023-04-16","Azure","E-commerce",119,89,1077
1999,"Analyst","Male","South Sanford","Maine","United States","2024-05-06","AWS","Personal",20,180,1137
1999,"Analyst","Male","South Sanford","Maine","United States","2023-10-15","Azure","Business",99,128,812
1994,"Facilitator","Male","Luang Prabang","Luang Prabang Province","Laos","2024-02-05","AWS","Blog",29,74,644
1994,"Facilitator","Male","Luang Prabang","Luang Prabang Province","Laos","2025-02-11","AWS","E-commerce",101,157,1074
1994,"Agent","Male","Auki","Malaita Province","Solomon Islands","2024-11-08","GCP","E-commerce",185,110,796
1963,"Developer","Male","Võhma","Viljandi County","Estonia","2025-02-10","Azure","Blog",146,24,1314
1990,"Strategist","Female","Ashanagro Koto","Khyber Pakhtunkhwa","Pakistan","2023-12-26","AWS","Blog",29,74,644
1990,"Strategist","Female","Ashanagro Koto","Khyber Pakhtunkhwa","Pakistan","2023-04-18","GCP","E-commerce",156,13,1071
1990,"Strategist","Female","Ashanagro Koto","Khyber Pakhtunkhwa","Pakistan","2024-01-29","AWS","Portfolio",153,36,1786
2001,"Architect","Male","Ndjolé","Moyen-Ogooué Province","Gabon","2024-06-17","AWS","Portfolio",18,12,1598
2001,"Architect","Male","Ndjolé","Moyen-Ogooué Province","Gabon","2023-06-13","GCP","Blog",192,101,1454
2001,"Architect","Male","Ndjolé","Moyen-Ogooué Province","Gabon","2024-01-22","AWS","E-commerce",169,20,1786
2001,"Architect","Male","Ndjolé","Moyen-Ogooué Province","Gabon","2025-03-16","Azure","Portfolio",62,63,675
1986,"Assistant","Female","Vianden","Canton of Vianden","Luxembourg","2024-12-31","Azure","Personal",70,110,728
1986,"Assistant","Female","Vianden","Canton of Vianden","Luxembourg","2023-05-30","AWS","Business",50,46,360
1986,"Assistant","Female","Vianden","Canton of Vianden","Luxembourg","2024-03-01","Azure","Portfolio",19,110,1252
1986,"Assistant","Female","Vianden","Canton of Vianden","Luxembourg","2024-04-29","GCP","E-commerce",138,100,875
2000,"Manager","Female","Ömirzaq","Mangystau Region","Kazakhstan","2024-09-09","Azure","E-commerce",64,152,1579
2000,"Manager","Female","Ömirzaq","Mangystau Region","Kazakhstan","2024-01-31","GCP","E-commerce",132,122,1142
2005,"Developer","Female","Vagnhärad","Södermanland County","Sweden","2024-08-10","AWS","Portfolio",178,18,1734
2005,"Developer","Female","Vagnhärad","Södermanland County","Sweden","2024-07-11","AWS","Personal",62,63,675
2005,"Developer","Female","Vagnhärad","Södermanland County","Sweden","2023-07-09","GCP","Portfolio",149,113,1625
1983,"Assistant","Female","Borgo Maggiore","Borgo Maggiore","San Marino","2023-11-02","AWS","Business",195,133,533
1983,"Assistant","Female","Borgo Maggiore","Borgo Maggiore","San Marino","2024-08-18","AWS","Personal",127,89,1386
1971,"Facilitator","Female","Buloh Kasap","Johor","Malaysia","2025-04-01","GCP","Personal",141,14,974
1971,"Facilitator","Female","Buloh Kasap","Johor","Malaysia","2023-10-16","Azure","Personal",185,110,796
1971,"Facilitator","Female","Buloh Kasap","Johor","Malaysia","2025-01-08","GCP","Portfolio",42,87,1809
1991,"Specialist","Female","Tehumardi","Saare County","Estonia","2023-04-29","Azure","Personal",26,96,846
1979,"Manager","Male","Boghot Tumani","Xorazm Region","Uzbekistan","2024-05-07","Azure","Business",183,80,415
1979,"Manager","Male","Boghot Tumani","Xorazm Region","Uzbekistan","2023-12-06","Azure","Portfolio",134,9,296
1979,"Manager","Male","Boghot Tumani","Xorazm Region","Uzbekistan","2024-09-11","AWS","E-commerce",87,13,779
1979,"Technician","Male","Pru East","Bono East","Ghana","2024-10-20","GCP","Blog",70,61,932
1979,"Technician","Male","Pru East","Bono East","Ghana","2024-01-14","AWS","Business",193,129,574
1962,"Supervisor","Male","Gemeente Delfzijl","Groningen","Netherlands","2024-09-14","Azure","Personal",99,108,1624
1962,"Supervisor","Male","Gemeente Delfzijl","Groningen","Netherlands","2025-03-12","Azure","Portfolio",187,13,1572
1962,"Supervisor","Male","Gemeente Delfzijl","Groningen","Netherlands","2024-10-24","AWS","E-commerce",156,13,1071
1967,"Assistant","Male","Karup","Central Denmark Region","Denmark","2024-09-08","GCP","Personal",69,88,1104
1967,"Assistant","Male","Karup","Central Denmark Region","Denmark","2023-08-22","Azure","Portfolio",19,110,1252
1967,"Assistant","Male","Karup","Central Denmark Region","Denmark","2024-05-04","Azure","Blog",153,36,1786
1982,"Planner","Female","Lichinga","Niassa Province","Mozambique","2025-04-13","AWS","Personal",191,167,1850
1982,"Planner","Female","Lichinga","Niassa Province","Mozambique","2025-02-17","GCP","Blog",89,69,195
1982,"Planner","Female","Lichinga","Niassa Province","Mozambique","2024-12-14","AWS","Personal",67,95,1805
1982,"Planner","Female","Lichinga","Niassa Province","Mozambique","2025-02-18","GCP","Business",169,151,427
1980,"Specialist","Female","Barkā’","Al Batinah Region","Oman","2024-07-27","AWS","Blog",17,124,1037
1980,"Specialist","Female","Barkā’","Al Batinah Region","Oman","2024-01-28","Azure","Blog",149,114,847
1981,"Facilitator","Male","Najrān","Najran","Saudi Arabia","2023-06-24","AWS","E-commerce",85,10,487
1981,"Facilitator","Male","Najrān","Najran","Saudi Arabia","2023-06-04","Azure","Personal",70,97,1310
1981,"Facilitator","Male","Najrān","Najran","Saudi Arabia","2023-04-17","GCP","E-commerce",195,133,533
1999,"Agent","Female","Samtse","Samtse District","Bhutan","2024-10-19","AWS","E-commerce",133,139,1708
1999,"Agent","Female","Samtse","Samtse District","Bhutan","2024-07-12","AWS","Portfolio",118,34,1327
1984,"Specialist","Male","Trapiche del Rosario","Veracruz de Ignacio de la Llave","Mexico","2024-08-16","GCP","Portfolio",97,122,1823
1984,"Specialist","Male","Trapiche del Rosario","Veracruz de Ignacio de la Llave","Mexico","2024-05-16","AWS","Business",134,9,296
1984,"Specialist","Male","Trapiche del Rosario","Veracruz de Ignacio de la Llave","Mexico","2024-03-03","AWS","E-commerce",43,37,372
1993,"Coordinator","Male","Samtse","Samtse District","Bhutan","2024-04-22","GCP","Portfolio",43,37,372
1993,"Coordinator","Male","Samtse","Samtse District","Bhutan","2024-01-19","Azure","Personal",83,25,1494
1993,"Coordinator","Male","Samtse","Samtse District","Bhutan","2024-10-04","AWS","Blog",21,125,461
1993,"Coordinator","Male","Samtse","Samtse District","Bhutan","2024-07-20","Azure","Portfolio",196,64,138
2002,"Representative","Female","Conop","Arad County","Romania","2025-01-05","AWS","Personal",163,163,140
2002,"Representative","Female","Conop","Arad County","Romania","2023-05-03","Azure","E-commerce",30,171,174
2002,"Representative","Female","Conop","Arad County","Romania","2025-02-16","AWS","Blog",99,108,1624
1995,"Administrator","Female","Bel Ombre","Bel Ombre","Seychelles","2024-06-14","GCP","Portfolio",103,158,627
1995,"Administrator","Female","Bel Ombre","Bel Ombre","Seychelles","2023-12-28","AWS","Blog",138,113,500
1995,"Administrator","Female","Bel Ombre","Bel Ombre","Seychelles","2024-01-03","GCP","Business",83,25,1494
1985,"Coordinator","Female","North Wazīristān Agency","Federally Administered Tribal Areas","Pakistan","2023-07-31","AWS","Blog",79,9,1449
1985,"Coordinator","Female","North Wazīristān Agency","Federally Administered Tribal Areas","Pakistan","2025-01-13","AWS","Business",21,125,461
1968,"Strategist","Female","‘Afak","Al-Qādisiyyah Governorate","Iraq","2024-07-16","GCP","Blog",103,158,627
1968,"Strategist","Female","‘Afak","Al-Qādisiyyah Governorate","Iraq","2024-04-01","Azure","Blog",175,60,1665
1968,"Strategist","Female","‘Afak","Al-Qādisiyyah Governorate","Iraq","2024-03-01","GCP","Blog",69,152,1756
1969,"Specialist","Female","Bezirk Einsiedeln","Schwyz","Switzerland","2023-08-03","GCP","Blog",26,19,1416
1965,"Assistant","Female","Singapore","Central Singapore Community Development Council","Singapore","2023-08-23","GCP","Business",16,153,1924
1965,"Assistant","Female","Singapore","Central Singapore Community Development Council","Singapore","2024-07-19","GCP","Personal",30,60,1536
1965,"Assistant","Female","Singapore","Central Singapore Community Development Council","Singapore","2024-09-26","AWS","Blog",50,42,978
